question,database,output,type,cypher,explanation,syntax_error,timeout,returns_results,no_cypher
"What is the tagline of ""The Matrix Revolutions""?",movies,"<explanation>
This query looks for a Movie node with the title ""The Matrix Revolutions"" and then returns its tagline. 
1. **MATCH (m:Movie {title: ""The Matrix Revolutions""})**: This line searches for a node with the label ""Movie"" and the property ""title"" set to ""The Matrix Revolutions"". The node is aliased as `m` for easier reference.
2. **RETURN m.tagline**: This line retrieves the value of the ""tagline"" property from the `m` movie node.

</explanation>
```cypher
MATCH (m:Movie {title: ""The Matrix Revolutions""})
RETURN m.tagline
```",Complex Aggregation Queries,"MATCH (m:Movie {title: ""The Matrix Revolutions""})
RETURN m.tagline","This query looks for a Movie node with the title ""The Matrix Revolutions"" and then returns its tagline. 
1. **MATCH (m:Movie {title: ""The Matrix Revolutions""})**: This line searches for a node with the label ""Movie"" and the property ""title"" set to ""The Matrix Revolutions"". The node is aliased as `m` for easier reference.
2. **RETURN m.tagline**: This line retrieves the value of the ""tagline"" property from the `m` movie node.",False,False,True,False
"List the names of the people who acted in ""The Matrix"".",movies,"<explanation>This query starts with finding the movie titled ""The Matrix"". Then, it traverses the ACTED_IN relationships from that movie to the actors. Finally, it returns the names of those actors.
</explanation>
```cypher
MATCH (m:Movie {title: ""The Matrix""})<-[:ACTED_IN]-(p:Person)
RETURN p.name
```
",Verbose query,"MATCH (m:Movie {title: ""The Matrix""})<-[:ACTED_IN]-(p:Person)
RETURN p.name","This query starts with finding the movie titled ""The Matrix"". Then, it traverses the ACTED_IN relationships from that movie to the actors. Finally, it returns the names of those actors.",False,False,True,False
"Who directed ""Speed Racer""?",movies,"<explanation>This query looks for a Movie node with the title ""Speed Racer"" and then returns the name of any Person nodes that have a DIRECTED relationship with it.
</explanation>
```cypher
MATCH (m:Movie {title: 'Speed Racer'})<-[:DIRECTED]-(p:Person)
RETURN p.name
```",Verbose query,"MATCH (m:Movie {title: 'Speed Racer'})<-[:DIRECTED]-(p:Person)
RETURN p.name","This query looks for a Movie node with the title ""Speed Racer"" and then returns the name of any Person nodes that have a DIRECTED relationship with it.",False,False,True,False
"What are the roles Keanu Reeves played in ""Something's Gotta Give""?",movies,"<explanation>
1. We need to find the movie with the title ""Something's Gotta Give"".
2. We need to find the person named ""Keanu Reeves"".
3. We need to traverse the `ACTED_IN` relationship between ""Keanu Reeves"" and ""Something's Gotta Give"" to get the `roles` property. 

```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[ai:ACTED_IN]-(p:Person {name: ""Keanu Reeves""})
RETURN ai.roles
```
</explanation>
```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[ai:ACTED_IN]-(p:Person {name: ""Keanu Reeves""})
RETURN ai.roles
```",Verbose query,"MATCH (m:Movie {title: ""Something's Gotta Give""})<-[ai:ACTED_IN]-(p:Person {name: ""Keanu Reeves""})
RETURN ai.roles","1. We need to find the movie with the title ""Something's Gotta Give"".
2. We need to find the person named ""Keanu Reeves"".
3. We need to traverse the `ACTED_IN` relationship between ""Keanu Reeves"" and ""Something's Gotta Give"" to get the `roles` property. 

```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[ai:ACTED_IN]-(p:Person {name: ""Keanu Reeves""})
RETURN ai.roles
```",False,False,True,False
"What is the tagline of the movie ""The Matrix""?",movies,"<explanation>
This query finds the movie with the title ""The Matrix"" and returns its tagline.

1. **MATCH Clause**: We use the `MATCH` clause to find the movie with the title ""The Matrix"". 
2. **RETURN Clause**: We use the `RETURN` clause to specify that we want to return the `tagline` property of the movie.

```cypher
MATCH (m:Movie {title: ""The Matrix""})
RETURN m.tagline
```
</explanation>
```cypher
MATCH (m:Movie {title: ""The Matrix""})
RETURN m.tagline
```",Verbose query,"MATCH (m:Movie {title: ""The Matrix""})
RETURN m.tagline","This query finds the movie with the title ""The Matrix"" and returns its tagline.

1. **MATCH Clause**: We use the `MATCH` clause to find the movie with the title ""The Matrix"". 
2. **RETURN Clause**: We use the `RETURN` clause to specify that we want to return the `tagline` property of the movie.

```cypher
MATCH (m:Movie {title: ""The Matrix""})
RETURN m.tagline
```",False,False,True,False
Which movies were produced by Joel Silver?,movies,"<explanation>
1. We need to find the `Person` node with the `name` ""Joel Silver"".
2. Then, we need to traverse the `PRODUCED` relationships outgoing from that node to the `Movie` nodes.
3. Finally, we will return the `title` property of those `Movie` nodes.
</explanation>
```cypher
MATCH (p:Person {name: ""Joel Silver""})-[:PRODUCED]->(m:Movie)
RETURN m.title
```",Verbose query,"MATCH (p:Person {name: ""Joel Silver""})-[:PRODUCED]->(m:Movie)
RETURN m.title","1. We need to find the `Person` node with the `name` ""Joel Silver"".
2. Then, we need to traverse the `PRODUCED` relationships outgoing from that node to the `Movie` nodes.
3. Finally, we will return the `title` property of those `Movie` nodes.",False,False,True,False
"Who wrote ""Something's Gotta Give""?",movies,"<explanation>
1. We need to find a `Movie` node with the title ""Something's Gotta Give"".
2. We need to traverse the `WROTE` relationship backwards from that `Movie` node to the `Person` node who wrote it.
3. We need to return the `name` property of that `Person` node.

```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:WROTE]-(p:Person)
RETURN p.name
```
</explanation>
```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:WROTE]-(p:Person)
RETURN p.name
```",Verbose query,"MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:WROTE]-(p:Person)
RETURN p.name","1. We need to find a `Movie` node with the title ""Something's Gotta Give"".
2. We need to traverse the `WROTE` relationship backwards from that `Movie` node to the `Person` node who wrote it.
3. We need to return the `name` property of that `Person` node.

```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:WROTE]-(p:Person)
RETURN p.name
```",False,False,True,False
"What is the release year of the movie ""Speed Racer""?",movies,"<explanation>
This query starts by matching the movie node with the title ""Speed Racer"", then it returns the released property of that movie node. 
</explanation>
```cypher
MATCH (m:Movie {title: 'Speed Racer'})
RETURN m.released
```",Verbose query,"MATCH (m:Movie {title: 'Speed Racer'})
RETURN m.released","This query starts by matching the movie node with the title ""Speed Racer"", then it returns the released property of that movie node.",False,False,True,False
"How many votes did ""Something's Gotta Give"" receive?",movies,"<explanation>
This Cypher query looks for a movie with the title ""Something's Gotta Give"", and then returns the number of votes associated with that movie. 

1. **MATCH Clause:** We use `MATCH (m:Movie {title: ""Something's Gotta Give""})` to find the movie node with the title ""Something's Gotta Give"". 
2. **RETURN Clause:**  We then use `RETURN m.votes` to return the value of the `votes` property for that movie.

</explanation>
```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})
RETURN m.votes
```",Verbose query,"MATCH (m:Movie {title: ""Something's Gotta Give""})
RETURN m.votes","This Cypher query looks for a movie with the title ""Something's Gotta Give"", and then returns the number of votes associated with that movie. 

1. **MATCH Clause:** We use `MATCH (m:Movie {title: ""Something's Gotta Give""})` to find the movie node with the title ""Something's Gotta Give"". 
2. **RETURN Clause:**  We then use `RETURN m.votes` to return the value of the `votes` property for that movie.",False,False,True,False
"Who directed ""Something's Gotta Give""?",movies,"<explanation>
This query starts by finding the movie with the title ""Something's Gotta Give"". Then, it traverses the `DIRECTED` relationship from that movie node to the person node who directed it. Finally, it returns the `name` property of that person node.
</explanation>
```cypher
MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:DIRECTED]-(p:Person)
RETURN p.name
```",Verbose query,"MATCH (m:Movie {title: ""Something's Gotta Give""})<-[:DIRECTED]-(p:Person)
RETURN p.name","This query starts by finding the movie with the title ""Something's Gotta Give"". Then, it traverses the `DIRECTED` relationship from that movie node to the person node who directed it. Finally, it returns the `name` property of that person node.",False,False,True,False
Find the movies with votes between 1000 and 5000.,movies,"<explanation>
This query looks for all movies with a number of votes between 1000 and 5000. 

1. **MATCH (m:Movie)**: This line starts by matching all nodes with the label ""Movie"" and assigns them the variable ""m"".
2. **WHERE m.votes >= 1000 AND m.votes <= 5000**: This line filters the matched movies to only include those where the value of the `votes` property is between 1000 and 5000 (inclusive).
3. **RETURN m**: This line returns the movie nodes that meet the criteria.

</explanation>
```cypher
MATCH (m:Movie)
WHERE m.votes >= 1000 AND m.votes <= 5000
RETURN m
```",Verbose query,"MATCH (m:Movie)
WHERE m.votes >= 1000 AND m.votes <= 5000
RETURN m","This query looks for all movies with a number of votes between 1000 and 5000. 

1. **MATCH (m:Movie)**: This line starts by matching all nodes with the label ""Movie"" and assigns them the variable ""m"".
2. **WHERE m.votes >= 1000 AND m.votes <= 5000**: This line filters the matched movies to only include those where the value of the `votes` property is between 1000 and 5000 (inclusive).
3. **RETURN m**: This line returns the movie nodes that meet the criteria.",False,False,True,False
List the people born after 1960 who acted in movies released before 2000.,movies,"<explanation>
This query starts by matching all people born after 1960. Then it traverses the `ACTED_IN` relationships to movies released before 2000. Finally, it returns the names of the actors.
</explanation>
```cypher
MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE p.born > 1960 AND m.released < 2000
RETURN DISTINCT p.name
```",Verbose query,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE p.born > 1960 AND m.released < 2000
RETURN DISTINCT p.name","This query starts by matching all people born after 1960. Then it traverses the `ACTED_IN` relationships to movies released before 2000. Finally, it returns the names of the actors.",False,False,True,False
What are the titles of movies directed by Lana Wachowski?,movies,"<explanation>
This query starts with finding the person node with the name ""Lana Wachowski"", then traverses the `DIRECTED` relationship to find all movies directed by her. Finally, it returns the titles of those movies. 

1. **MATCH (p:Person {name: ""Lana Wachowski""})-[:DIRECTED]->(m:Movie)** - This matches the pattern of a Person node with the name ""Lana Wachowski"" having a DIRECTED relationship to a Movie node.
2. **RETURN m.title** - This returns the title property of each matched Movie node. 
</explanation>
```cypher
MATCH (p:Person {name: ""Lana Wachowski""})-[:DIRECTED]->(m:Movie)
RETURN m.title
```",Verbose query,"MATCH (p:Person {name: ""Lana Wachowski""})-[:DIRECTED]->(m:Movie)
RETURN m.title","This query starts with finding the person node with the name ""Lana Wachowski"", then traverses the `DIRECTED` relationship to find all movies directed by her. Finally, it returns the titles of those movies. 

1. **MATCH (p:Person {name: ""Lana Wachowski""})-[:DIRECTED]->(m:Movie)** - This matches the pattern of a Person node with the name ""Lana Wachowski"" having a DIRECTED relationship to a Movie node.
2. **RETURN m.title** - This returns the title property of each matched Movie node.",False,False,True,False
